video_id,title,description,published_at,views,likes,comments
kGWzP86jzfY,Mackenzie Dern is taking it all in 🤩 #UFC321,"Order UFC PPV on ESPN+ ➡️ https://ufc.ac/3NKBvmx (U.S. only)

Order UFC PPV ➡️ https://ufc.com/ppv (Non U.S.)

Subscribe to get all the latest UFC content: https://ufc.ac/3u8FIJp

Experience UFC live with UFC FIGHT PASS, the digital subscription service of the UFC. Visit https://ufcfightpass.com/

👉 Shop official UFC Gear, visit https://ufcstore.com
👉 Shop official UFC Memorabilia, visit https://ufccollectibles.com
👉 Shop official UFC VIP Live Event Experiences, visit https://ufc.ac/3Oz2gLH

Connect with UFC online and on Social:
🔴 Website: https://www.ufc.com
🔵 Twitter: https://www.twitter.com/ufc
🔵 Facebook: https://www.facebook.com/ufc
🔴 Instagram: https://www.instagram.com/ufc
🟡 Snapchat: https://www.snapchat.com/add/ufc
🟣 Twitch: https://www.twitch.tv/ufc
⏯️ UFC Video Archive: https://ufc.ac/3x6Wflx

Connect with UFC FIGHT PASS on Social:
🔵 Twitter: https://www.twitter.com/ufcfightpass
🔵 Facebook: https://www.facebook.com/ufcfightpass
🔴 Instagram: https://www.instagram.com/ufcfightpass

#UFC #UFC321 #shorts",2025-10-26T17:01:10Z,152972,3135,262
r1ilKrub_lw,Aspinall vs Gane ends in a no contest! #ufc321,"Order UFC PPV on ESPN+ ➡️ https://ufc.ac/3NKBvmx (U.S. only)

Order UFC PPV ➡️ https://ufc.com/ppv (Non U.S.)

Subscribe to get all the latest UFC content: https://ufc.ac/3u8FIJp

Experience UFC live with UFC FIGHT PASS, the digital subscription service of the UFC. Visit https://ufcfightpass.com/

👉 Shop official UFC Gear, visit https://ufcstore.com
👉 Shop official UFC Memorabilia, visit https://ufccollectibles.com
👉 Shop official UFC VIP Live Event Experiences, visit https://ufc.ac/3Oz2gLH

Connect with UFC online and on Social:
🔴 Website: https://www.ufc.com
🔵 Twitter: https://www.twitter.com/ufc
🔵 Facebook: https://www.facebook.com/ufc
🔴 Instagram: https://www.instagram.com/ufc
🟡 Snapchat: https://www.snapchat.com/add/ufc
🟣 Twitch: https://www.twitch.tv/ufc
⏯️ UFC Video Archive: https://ufc.ac/3x6Wflx

Connect with UFC FIGHT PASS on Social:
🔵 Twitter: https://www.twitter.com/ufcfightpass
🔵 Facebook: https://www.facebook.com/ufcfightpass
🔴 Instagram: https://www.instagram.com/ufcfightpass

#UFC #shorts #ufc321",2025-10-26T16:30:22Z,262327,4268,581
YlHOJp3WpnA,Umar Nurmagomedov wants his rematch! 🚨 #aboutlastfight,"Order UFC PPV on ESPN+ ➡️ https://ufc.ac/3NKBvmx (U.S. only)

Order UFC PPV ➡️ https://ufc.com/ppv (Non U.S.)

Subscribe to get all the latest UFC content: https://ufc.ac/3u8FIJp

Experience UFC live with UFC FIGHT PASS, the digital subscription service of the UFC. Visit https://ufcfightpass.com/

👉 Shop official UFC Gear, visit https://ufcstore.com
👉 Shop official UFC Memorabilia, visit https://ufccollectibles.com
👉 Shop official UFC VIP Live Event Experiences, visit https://ufc.ac/3Oz2gLH

Connect with UFC online and on Social:
🔴 Website: https://www.ufc.com
🔵 Twitter: https://www.twitter.com/ufc
🔵 Facebook: https://www.facebook.com/ufc
🔴 Instagram: https://www.instagram.com/ufc
🟡 Snapchat: https://www.snapchat.com/add/ufc
🟣 Twitch: https://www.twitch.tv/ufc
⏯️ UFC Video Archive: https://ufc.ac/3x6Wflx

Connect with UFC FIGHT PASS on Social:
🔵 Twitter: https://www.twitter.com/ufcfightpass
🔵 Facebook: https://www.facebook.com/ufcfightpass
🔴 Instagram: https://www.instagram.com/ufcfightpass

#UFC #shorts #ufc321",2025-10-26T13:01:08Z,151374,3655,538
_H32jDi4S9I,Arman Tsarukyan vs Dan Hooker 🚨 | Full Fight Marathon,"Preview the upcoming number 1 contender fight between Arman Tsarukyan and Dan Hooker by reliving their most recent UFC fights.

Order UFC PPV on ESPN+ ➡️ https://ufc.ac/3NKBvmx (U.S. only)

Order UFC PPV ➡️ https://ufc.com/ppv (Non U.S.)

Subscribe to get all the latest UFC content: https://ufc.ac/3u8FIJp

Experience UFC live with UFC FIGHT PASS, the digital subscription service of the UFC. Visit https://ufcfightpass.com/

👉 Shop official UFC Gear, visit https://ufcstore.com
👉 Shop official UFC Memorabilia, visit https://ufccollectibles.com
👉 Shop official UFC VIP Live Event Experiences, visit https://ufc.ac/3Oz2gLH

Connect with UFC online and on Social:
🔴 Website: https://www.ufc.com
🔵 Twitter: https://www.twitter.com/ufc
🔵 Facebook: https://www.facebook.com/ufc
🔴 Instagram: https://www.instagram.com/ufc
🟡 Snapchat: https://www.snapchat.com/add/ufc
🟣 Twitch: https://www.twitch.tv/ufc
⏯️ UFC Video Archive: https://ufc.ac/3x6Wflx

Connect with UFC FIGHT PASS on Social:
🔵 Twitter: https://www.twitter.com/ufcfightpass
🔵 Facebook: https://www.facebook.com/ufcfightpass
🔴 Instagram: https://www.instagram.com/ufcfightpass

Chapters:
0:00 Tsarukyan vs Oliveira
18:52 Hooker vs Gamrot
35:40 Tsarukyan vs Mercier
51:45 Hooker vs Entwistle
56:51 Tsarukyan vs Giagos
1:00:14 Hooker vs Vick
1:04:32 Tsarukyan vs Alvarez
1:13:21 Hooker vs Burns
1:17:38 Tsarukyan vs Silva
1:32:36 Hooker vs Puelles
1:43:14 Tsarukyan vs Dariush

#UFC #ufcqatar #ufcdoha #fullfight",2025-10-26T11:45:04Z,256369,2538,283
xFpR9w8lgh8,Mackenzie Dern looks great with the belt! 🔥 #ufc321,"Order UFC PPV on ESPN+ ➡️ https://ufc.ac/3NKBvmx (U.S. only)

Order UFC PPV ➡️ https://ufc.com/ppv (Non U.S.)

Subscribe to get all the latest UFC content: https://ufc.ac/3u8FIJp

Experience UFC live with UFC FIGHT PASS, the digital subscription service of the UFC. Visit https://ufcfightpass.com/

👉 Shop official UFC Gear, visit https://ufcstore.com
👉 Shop official UFC Memorabilia, visit https://ufccollectibles.com
👉 Shop official UFC VIP Live Event Experiences, visit https://ufc.ac/3Oz2gLH

Connect with UFC online and on Social:
🔴 Website: https://www.ufc.com
🔵 Twitter: https://www.twitter.com/ufc
🔵 Facebook: https://www.facebook.com/ufc
🔴 Instagram: https://www.instagram.com/ufc
🟡 Snapchat: https://www.snapchat.com/add/ufc
🟣 Twitch: https://www.twitch.tv/ufc
⏯️ UFC Video Archive: https://ufc.ac/3x6Wflx

Connect with UFC FIGHT PASS on Social:
🔵 Twitter: https://www.twitter.com/ufcfightpass
🔵 Facebook: https://www.facebook.com/ufcfightpass
🔴 Instagram: https://www.instagram.com/ufcfightpass

#UFC #ufc321 #aboutlastfight",2025-10-26T03:45:05Z,600852,13429,435
Pclg-PUJGao,Mackenzie Dern goes from jiu-jitsu star to UFC Champion | ABOUT LAST FIGHT,"From Etihad Arena in Abu Dhabi, About Last Fight brings all of the big winners straight to you as soon as they exit the Octagon. New UFC strawweight Champion Mackenzie Dern sits down with Dan Hellie, McKenzie Pavacich, and Michael Bisping to talk about achieving her dream of winning UFC gold, sharing the moment with her daughter, and looking ahead to a new age at strawweight. Dan, McKenzie, and The Count also sit with Alexander Volkov, Umar Nurmagomedov, and Azamat Murzakanov. Tune in to find out who won the night and what's next for these UFC stars.

Dern’s Winner Tee: https://www.ufcstore.com/en/mackenzie-dern/ufc-fighters/t-8302257901+c-341548113+z-8-1140605653?_s=bm-UFC_321_Dern-UFC.com-Shop-Podcast-2025

Topps Knockout UFC: https://www.topps.com/collections/wwe-topps-now?utm_source=youtube&utm_medium=youtubedescription&utm_campaign=toppsnow_wwe&utm_content=wwepodcast 

Control Body Odor ANYWHERE with @shop.mando and get 20% off + free shipping with promo code ABOUTLASTFIGHT at shopmando.com! #mandopod #ad

Order UFC PPV on ESPN+ ➡️ https://ufc.ac/3NKBvmx (U.S. only)

Order UFC PPV ➡️ https://ufc.com/ppv (Non U.S.)

Subscribe to get all the latest UFC content: https://ufc.ac/3u8FIJp

Experience UFC live with UFC FIGHT PASS, the digital subscription service of the UFC. Visit https://ufcfightpass.com/

👉 Shop official UFC Gear, visit https://ufcstore.com
👉 Shop official UFC Memorabilia, visit https://ufccollectibles.com
👉 Shop official UFC VIP Live Event Experiences, visit https://ufc.ac/3Oz2gLH

Connect with UFC online and on Social:
🔴 Website: https://www.ufc.com
🔵 Twitter: https://www.twitter.com/ufc
🔵 Facebook: https://www.facebook.com/ufc
🔴 Instagram: https://www.instagram.com/ufc
🟡 Snapchat: https://www.snapchat.com/add/ufc
🟣 Twitch: https://www.twitch.tv/ufc
⏯️ UFC Video Archive: https://ufc.ac/3x6Wflx

Connect with UFC FIGHT PASS on Social:
🔵 Twitter: https://www.twitter.com/ufcfightpass
🔵 Facebook: https://www.facebook.com/ufcfightpass
🔴 Instagram: https://www.instagram.com/ufcfightpass

#UFC",2025-10-26T03:07:20Z,44063,573,122
LH2msrleO1c,Mackenzie Dern Post-Fight Press Conference | UFC 321,"Mackenzie Dern spoke with members of the media following the conclusion of UFC 321.

All OFFICIAL UFC 321 results here 👉 https://ufc.ac/3KYxjDY

Order UFC PPV on ESPN+ ➡️ https://ufc.ac/3NKBvmx (U.S. only)

Order UFC PPV ➡️ https://ufc.com/ppv (Non U.S.)

Subscribe to get all the latest UFC content: http://bit.ly/2uJRzRR

Experience UFC live with UFC FIGHT PASS, the digital subscription service of the UFC. Visit https://ufcfightpass.com/

Connect with UFC online and on Social:
🔴 Website: http://www.ufc.com
🔵 Twitter: http://www.twitter.com/ufc
🔵 Facebook: http://www.facebook.com/ufc
🔴 Instagram: http://www.instagram.com/ufc
🟡 Snapchat: UFC
🟣 Twitch: https://www.twitch.tv/ufc

Connect with UFC FIGHT PASS on Social:
🔵 Twitter: http://www.twitter.com/ufcfightpass
🔵 Facebook: http://www.facebook.com/ufcfightpass
🔴 Instagram: http://www.instagram.com/ufcfightpass

#UFC #ufc321 #danawhite",2025-10-25T23:15:01Z,148428,1370,287
GsAHBlYZnCs,Ciryl Gane Post-Fight Press Conference | UFC 321,"Ciryl Gane spoke with members of the media following the conclusion of UFC 321.

All OFFICIAL UFC 321 results here 👉 https://ufc.ac/3KYxjDY

Order UFC PPV on ESPN+ ➡️ https://ufc.ac/3NKBvmx (U.S. only)

Order UFC PPV ➡️ https://ufc.com/ppv (Non U.S.)

Subscribe to get all the latest UFC content: http://bit.ly/2uJRzRR

Experience UFC live with UFC FIGHT PASS, the digital subscription service of the UFC. Visit https://ufcfightpass.com/

Connect with UFC online and on Social:
🔴 Website: http://www.ufc.com
🔵 Twitter: http://www.twitter.com/ufc
🔵 Facebook: http://www.facebook.com/ufc
🔴 Instagram: http://www.instagram.com/ufc
🟡 Snapchat: UFC
🟣 Twitch: https://www.twitch.tv/ufc

Connect with UFC FIGHT PASS on Social:
🔵 Twitter: http://www.twitter.com/ufcfightpass
🔵 Facebook: http://www.facebook.com/ufcfightpass
🔴 Instagram: http://www.instagram.com/ufcfightpass

#UFC #ufc321 #danawhite",2025-10-25T22:30:04Z,150564,1261,1121
HdZgMwXRW90,🔴 UFC 321: Post-Fight Press Conference,"Following UFC 321, tune in to the Post-Fight Press Conference to hear the athletes take questions from the media. ​ 

Order UFC PPV on ESPN+ ➡️ https://ufc.ac/3NKBvmx (U.S. only)

Order UFC PPV ➡️ https://ufc.com/ppv (Non U.S.)

Subscribe to get all the latest UFC content: https://ufc.ac/3u8FIJp

Experience UFC live with UFC FIGHT PASS, the digital subscription service of the UFC. Visit https://ufcfightpass.com/

👉 Shop official UFC Gear, visit https://ufcstore.com
👉 Shop official UFC Memorabilia, visit https://ufccollectibles.com
👉 Shop official UFC VIP Live Event Experiences, visit https://ufc.ac/3Oz2gLH

Connect with UFC online and on Social:
🔴 Website: https://www.ufc.com
🔵 Twitter: https://www.twitter.com/ufc
🔵 Facebook: https://www.facebook.com/ufc
🔴 Instagram: https://www.instagram.com/ufc
🟡 Snapchat: https://www.snapchat.com/add/ufc
🟣 Twitch: https://www.twitch.tv/ufc

Connect with UFC FIGHT PASS on Social:
🔵 Twitter: https://www.twitter.com/ufcfightpass
🔵 Facebook: https://www.facebook.com/ufcfightpass 
🔴 Instagram: https://www.instagram.com/ufcfightpass

#UFC #ufc321 #pressconference",2025-10-25T22:20:58Z,501093,4703,1154
syg0K-e7jjU,Dana White Post-Fight Press Conference | UFC 321,"Dana White spoke with members of the media following the conclusion of UFC 321.

All OFFICIAL UFC 321 results here 👉 https://ufc.ac/3KYxjDY

Order UFC PPV on ESPN+ ➡️ https://ufc.ac/3NKBvmx (U.S. only)

Order UFC PPV ➡️ https://ufc.com/ppv (Non U.S.)

Subscribe to get all the latest UFC content: http://bit.ly/2uJRzRR

Experience UFC live with UFC FIGHT PASS, the digital subscription service of the UFC. Visit https://ufcfightpass.com/

Connect with UFC online and on Social:
🔴 Website: http://www.ufc.com
🔵 Twitter: http://www.twitter.com/ufc
🔵 Facebook: http://www.facebook.com/ufc
🔴 Instagram: http://www.instagram.com/ufc
🟡 Snapchat: UFC
🟣 Twitch: https://www.twitch.tv/ufc

Connect with UFC FIGHT PASS on Social:
🔵 Twitter: http://www.twitter.com/ufcfightpass
🔵 Facebook: http://www.facebook.com/ufcfightpass
🔴 Instagram: http://www.instagram.com/ufcfightpass

#UFC #ufc321 #danawhite",2025-10-25T22:12:20Z,336134,3951,1918
46IuNk-qk6U,"낙담한 시릴 간, 팬들과 상대에게 사과 🙏#UFC321","온라인과 소셜미디어로 UFC를 즐기세요!

🔴 홈페이지 : https://kr.ufc.com
🔵 페이스북: @UFC (KR, KP)
🔴 인스타그램 : @ufc_korea
🔴 네이버TV: https://tv.naver.com/ufckr

#UFC #UFC321 #shorts #Embedded",2025-10-25T22:02:16Z,76013,468,162
UIKzFs-8ZEA,'Why are you booing me? I can't see?' 😳 #ufc321,"Order UFC PPV on ESPN+ ➡️ https://ufc.ac/3NKBvmx (U.S. only)

Order UFC PPV ➡️ https://ufc.com/ppv (Non U.S.)

Subscribe to get all the latest UFC content: https://ufc.ac/3u8FIJp

Experience UFC live with UFC FIGHT PASS, the digital subscription service of the UFC. Visit https://ufcfightpass.com/

👉 Shop official UFC Gear, visit https://ufcstore.com
👉 Shop official UFC Memorabilia, visit https://ufccollectibles.com
👉 Shop official UFC VIP Live Event Experiences, visit https://ufc.ac/3Oz2gLH

Connect with UFC online and on Social:
🔴 Website: https://www.ufc.com
🔵 Twitter: https://www.twitter.com/ufc
🔵 Facebook: https://www.facebook.com/ufc
🔴 Instagram: https://www.instagram.com/ufc
🟡 Snapchat: https://www.snapchat.com/add/ufc
🟣 Twitch: https://www.twitch.tv/ufc
⏯️ UFC Video Archive: https://ufc.ac/3x6Wflx

Connect with UFC FIGHT PASS on Social:
🔵 Twitter: https://www.twitter.com/ufcfightpass
🔵 Facebook: https://www.facebook.com/ufcfightpass
🔴 Instagram: https://www.instagram.com/ufcfightpass

#UFC #shorts #ufc321",2025-10-25T22:00:25Z,3687213,65404,5700
rzg8MRQMmhE,톰 아스피날 옥타곤 인터뷰 | UFC 321,"예상 못했던 결말. 크게 실망한 챔피언 톰 아스피날

온라인과 소셜미디어로 UFC를 즐기세요!

🔴 홈페이지 : https://kr.ufc.com
🔵 페이스북: @UFC (KR, KP)
🔴 인스타그램 : @ufc_korea
🔴 네이버TV: https://tv.naver.com/ufckr

#UFC #UFC321 #shorts #Embedded",2025-10-25T21:42:54Z,126041,645,869
8RL1ntTLZHg,Ciryl Gane Octagon Interview | UFC 321,"Ciryl Gane speaks with Daniel Cormier after the no contest at UFC 321 on Saturday.

UFC 321 Official Scorecards: https://ufc.ac/3KYxjDY

Order UFC PPV on ESPN+ ➡️ https://ufc.ac/3NKBvmx (U.S. only)

Order UFC PPV ➡️ https://ufc.com/ppv (Non U.S.)

Subscribe to get all the latest UFC content: https://ufc.ac/3u8FIJp

Experience UFC live with UFC FIGHT PASS, the digital subscription service of the UFC. Visit https://ufcfightpass.com/

👉 Shop official UFC Gear, visit https://ufcstore.com
👉 Shop official UFC Memorabilia, visit https://ufccollectibles.com
👉 Shop official UFC VIP Live Event Experiences, visit https://ufc.ac/3Oz2gLH

Connect with UFC online and on Social:
🔴 Website: https://www.ufc.com
🔵 Twitter: https://www.twitter.com/ufc
🔵 Facebook: https://www.facebook.com/ufc
🔴 Instagram: https://www.instagram.com/ufc
🟡 Snapchat: https://www.snapchat.com/add/ufc
🟣 Twitch: https://www.twitch.tv/ufc
⏯️ UFC Video Archive: https://ufc.ac/3x6Wflx

Connect with UFC FIGHT PASS on Social:
🔵 Twitter: https://www.twitter.com/ufcfightpass
🔵 Facebook: https://www.facebook.com/ufcfightpass
🔴 Instagram: https://www.instagram.com/ufcfightpass

#UFC #ufc321 #interview",2025-10-25T21:30:03Z,160022,1548,684
wLLFPFrH7_4,싸움 인생 가장 행복한 날 🎉 #UFC321,"온라인과 소셜미디어로 UFC를 즐기세요!

🔴 홈페이지 : https://kr.ufc.com
🔵 페이스북: @UFC (KR, KP)
🔴 인스타그램 : @ufc_korea
🔴 네이버TV: https://tv.naver.com/ufckr

#UFC #UFC321 #shorts #Embedded",2025-10-25T21:20:43Z,3426,18,1
W1nLtebXJ6Q,UFC 321: Aspinall vs Gane | Oct 25th | 2PM/11AM ETPT,"The UFC heavyweight world championship will be on the line on October 25 at Etihad Arena in Abu Dhabi when Tom Aspinall defends his undisputed crown for the first time against Ciryl Gane in the main event of UFC 321. England’s Aspinall has ended his last three wins by knockout, including an interim title-winning effort over Sergei Pavlovich and a successful defense against Curtis Blaydes. This fall, he will face another stern test in French star Gane, a former interim champ looking to add undisputed goal to his trophy case after back-to-back wins over Serghei Spivac and Alexander Volkov.

UFC 321: Aspinall vs Gane –  Saturday Afternoon, October 25th at 11am PT / 2pm ET

Live on Pay-Per-View *Purchase includes viewing for 24 hours from the event start*

Don't miss the early prelims on UFC Fight pass. Sign-up at https://ufc.ac/3ytKCE6

Subscribe to get all the latest UFC content: https://ufc.ac/3u8FIJp

Experience UFC live with UFC FIGHT PASS, the digital subscription service of the UFC. Visit https://ufcfightpass.com/


👉 Shop official UFC Gear, visit https://ufcstore.com
👉 Shop official UFC Memorabilia, visit https://ufccollectibles.com
👉 Shop official UFC VIP Live Event Experiences, visit https://ufc.ac/3Oz2gLH

Connect with UFC online and on Social:
🔴 Website: http://www.ufc.com
🔵 Twitter: http://www.twitter.com/ufc
🔵 Facebook: http://www.facebook.com/ufc
🔴 Instagram: http://www.instagram.com/ufc
🟡 Snapchat: UFC
🟣 Twitch: https://www.twitch.tv/ufc

Connect with UFC FIGHT PASS on Social:
🔵 Twitter: http://www.twitter.com/ufcfightpass
🔵 Facebook: http://www.facebook.com/ufcfightpass
🔴 Instagram: http://www.instagram.com/ufcfightpass

#UFC #ufc321",2025-10-25T21:17:46Z,0,372,0
o1ljwDargxI,Tom Aspinall Octagon Interview | UFC 321,"Aspinall Tom speaks with Daniel Cormier after he retains the Heavyweight title due to an accidental eye poke from Ciryl Gane causing the fight to end in a no contest at UFC 321 on Saturday.

UFC 321 Official Scorecards: https://ufc.ac/3KYxjDY

Order UFC PPV on ESPN+ ➡️ https://ufc.ac/3NKBvmx (U.S. only)

Order UFC PPV ➡️ https://ufc.com/ppv (Non U.S.)

Subscribe to get all the latest UFC content: https://ufc.ac/3u8FIJp

Experience UFC live with UFC FIGHT PASS, the digital subscription service of the UFC. Visit https://ufcfightpass.com/

👉 Shop official UFC Gear, visit https://ufcstore.com
👉 Shop official UFC Memorabilia, visit https://ufccollectibles.com
👉 Shop official UFC VIP Live Event Experiences, visit https://ufc.ac/3Oz2gLH

Connect with UFC online and on Social:
🔴 Website: https://www.ufc.com
🔵 Twitter: https://www.twitter.com/ufc
🔵 Facebook: https://www.facebook.com/ufc
🔴 Instagram: https://www.instagram.com/ufc
🟡 Snapchat: https://www.snapchat.com/add/ufc
🟣 Twitch: https://www.twitch.tv/ufc
⏯️ UFC Video Archive: https://ufc.ac/3x6Wflx

Connect with UFC FIGHT PASS on Social:
🔵 Twitter: https://www.twitter.com/ufcfightpass
🔵 Facebook: https://www.facebook.com/ufcfightpass
🔴 Instagram: https://www.instagram.com/ufcfightpass

#UFC #ufc321 #interview",2025-10-25T21:17:41Z,769581,8282,4036
